"Name","Ticker Name","Basic Industry"
"DIGIKORE  Digikore Studios Ltd  ","DIGIKORE","Media & Entertainment"
"BTML  Bodhi Tree Multimedia Ltd  ","BTML","Digital Entertainment"
"BAWEJA  Baweja Studios Ltd  ","BAWEJA","Film Production, Distribution & Exhibition"
"EROSMEDIA  Eros International Media Ltd  ","EROSMEDIA","Film Production, Distribution & Exhibition"
"PPSL  Picturepost Studios Ltd  ","PPSL","Film Production, Distribution & Exhibition"
"CINEVISTA  Cinevista Ltd  ","CINEVISTA","Media & Entertainment"
"IDENTICAL  Identical Brains Studios Ltd  ","IDENTICAL","Media & Entertainment"
"ALAN SCOTT  Alan Scott Enterprises Ltd  ","ALAN SCOTT","Film Production, Distribution & Exhibition"
"RADIOWALLA  Radiowalla Network Ltd  ","RADIOWALLA","Media & Entertainment"
"PNC  Pritish Nandy Communications Ltd  ","PNC","Film Production, Distribution & Exhibition"
"BABA  Baba Arts Ltd  ","BABA","Film Production, Distribution & Exhibition"
"SITINET  Siti Networks Ltd  ","SITINET","TV Broadcasting & Software Production"
"GVFILM  GV Films Ltd  ","GVFILM","Film Production, Distribution & Exhibition"
"SHALPRO  Shalimar Productions Ltd  ","SHALPRO","Media & Entertainment"
"MEDIAONE  Mediaone Global Entertainment Ltd  ","MEDIAONE","Film Production, Distribution & Exhibition"
"VELS  Vels Film International Ltd  ","VELS","Film Production, Distribution & Exhibition"
"ORIENTTR  Orient Tradelink Ltd  ","ORIENTTR","Film Production, Distribution & Exhibition"
"PICTUREHS  Picturehouse Media Ltd  ","PICTUREHS","Film Production, Distribution & Exhibition"
"TVVISION  TV Vision Ltd  ","TVVISION","TV Broadcasting & Software Production"
"COLORCHIPS  Colorchips New Media Ltd  ","COLORCHIPS","TV Broadcasting & Software Production"
"BOMTALKIES  Bombay Talkies Ltd  ","BOMTALKIES","Film Production, Distribution & Exhibition"
"KSERASERA  KSS Ltd  ","KSERASERA","Film Production, Distribution & Exhibition"
"RADAAN  Radaan Media Works India Ltd  ","RADAAN","Media & Entertainment"
"JMDVL  JMD Ventures Ltd  ","JMDVL","Film Production, Distribution & Exhibition"
"SADHNA  Sadhna Broadcast Ltd  ","SADHNA","TV Broadcasting & Software Production"
"INSPIRE  Inspire Films Ltd  ","INSPIRE","Media & Entertainment"
"VRFILMS  VR Films & Studios Ltd  ","VRFILMS","Film Production, Distribution & Exhibition"
"SILLYMONKS  Silly Monks Entertainment Ltd  ","SILLYMONKS","Media & Entertainment"
"INTERDIGI  Interworld Digital Ltd  ","INTERDIGI","Film Production, Distribution & Exhibition"
"HATHWAYB  Hathway Bhawani Cabletel and Datacom Ltd  ","HATHWAYB","TV Broadcasting & Software Production"
"OCTAVE  Perfect-Octave Media Projects Ltd  ","OCTAVE","TV Broadcasting & Software Production"
"CREATIVEYE  Creative Eye Ltd  ","CREATIVEYE","Media & Entertainment"
"UNISTRMU  Unistar Multimedia Ltd  ","UNISTRMU","Media & Entertainment"
"FILME  Filmcity Media Ltd  ","FILME","Film Production, Distribution & Exhibition"
"ENCASH  Encash Entertainment Ltd  ","ENCASH","Film Production, Distribution & Exhibition"
"SEATV  Sea TV Network Ltd  ","SEATV","TV Broadcasting & Software Production"
"PADMALAYAT  Padmalaya Telefilms Ltd  ","PADMALAYAT","Film Production, Distribution & Exhibition"
"VISIONCO  Vision Corporation Ltd  ","VISIONCO","Film Production, Distribution & Exhibition"
"UNIVARTS  Universal Arts Ltd  ","UNIVARTS","Film Production, Distribution & Exhibition"
"JAINSTUDIO  Jain Studios Ltd  ","JAINSTUDIO","TV Broadcasting & Software Production"
"ORTEL  Ortel Communications Ltd  ","ORTEL","TV Broadcasting & Software Production"
"SDC  SDC Techmedia Ltd  ","SDC","Film Production, Distribution & Exhibition"
"BGIL  BGIL Films & Technologies Ltd  ","BGIL","Film Production, Distribution & Exhibition"
"PURPLE  Purple Entertainment Ltd  ","PURPLE","Film Production, Distribution & Exhibition"
"KOCL  Kome-on Communication Ltd  ","KOCL","Film Production, Distribution & Exhibition"
"BMBMUMG  Bmb Music & Magnetics Ltd.  ","BMBMUMG","Film Production, Distribution & Exhibition"
"NAVNETEDUL  Navneet Education Ltd  ","NAVNETEDUL","Printing & Publication"
"REPRO  Repro India Ltd  ","REPRO","Printing & Publication"
"SCHAND  S Chand and Company Ltd  ","SCHAND","Printing & Publication"
"CHETANA  Chetana Education Ltd  ","CHETANA","Printing & Publication"
"UNICK  Unick Fix-A-Form And Printers Ltd  ","UNICK","Printing & Publication"
"INLANPR  Inland Printers Ltd  ","INLANPR","Printing & Publication"
"INFOMEDIA  Infomedia Press Ltd  ","INFOMEDIA","Printing & Publication"
"KIRANPR  Kiran Print Pack Ltd  ","KIRANPR","Printing & Publication"
"SHAKTIPR  Shakti Press Ltd  ","SHAKTIPR","Printing & Publication"
"DLF  DLF Ltd  ","DLF","Residential, Commercial Projects"
"LODHA  Macrotech Developers Ltd  ","LODHA","Residential, Commercial Projects"
"OBEROIRLTY  Oberoi Realty Ltd  ","OBEROIRLTY","Residential, Commercial Projects"
"GODREJPROP  Godrej Properties Ltd  ","GODREJPROP","Residential, Commercial Projects"
"PRESTIGE  Prestige Estates Projects Ltd  ","PRESTIGE","Residential, Commercial Projects"
"PHOENIXLTD  Phoenix Mills Ltd  ","PHOENIXLTD","Residential, Commercial Projects"
"EMBASSY  Embassy Office Parks REIT  ","EMBASSY","Real Estate Investment Trusts (REITs)"
"ANANTRAJ  Anant Raj Ltd  ","ANANTRAJ","Residential, Commercial Projects"
"BRIGADE  Brigade Enterprises Ltd  ","BRIGADE","Residential, Commercial Projects"
"MINDSPACE  Mindspace Business Parks REIT  ","MINDSPACE","Real Estate Investment Trusts (REITs)"
"NXST  Nexus Select Trust  ","NXST","Real Estate Investment Trusts (REITs)"
"SWANENERGY  Swan Energy Ltd  ","SWANENERGY","Residential, Commercial Projects"
"BIRET  Brookfield India Real Estate Trust  ","BIRET","Real Estate Investment Trusts (REITs)"
"SIGNATURE  Signatureglobal (India) Ltd  ","SIGNATURE","Residential, Commercial Projects"
"SOBHA  Sobha Ltd  ","SOBHA","Residential, Commercial Projects"
"GANESHHOUC  Ganesh Housing Corp Ltd  ","GANESHHOUC","Residential, Commercial Projects"
"MAXESTATES  Max Estates Ltd  ","MAXESTATES","Residential, Commercial Projects"
"DBREALTY  Valor Estate Ltd  ","DBREALTY","Residential, Commercial Projects"
"NATIONSTD  National Standard (India) Ltd  ","NATIONSTD","Residential, Commercial Projects"
"PURVA  Puravankara Ltd  ","PURVA","Residential, Commercial Projects"
"EMBDL  Equinox India Developments Ltd  ","EMBDL","Residential, Commercial Projects"
"RUSTOMJEE  Keystone Realtors Ltd  ","RUSTOMJEE","Residential, Commercial Projects"
"SUNTECK  Sunteck Realty Ltd  ","SUNTECK","Residential, Commercial Projects"
"MAHLIFE  Mahindra Lifespace Developers Ltd  ","MAHLIFE","Residential, Commercial Projects"
"TARC  Tarc Ltd  ","TARC","Residential, Commercial Projects"
"HEMIPROP  Hemisphere Properties India Ltd  ","HEMIPROP","Residential, Commercial Projects"
"AJMERA  Ajmera Realty & Infra India Ltd  ","AJMERA","Residential, Commercial Projects"
"ARVSMART  Arvind Smartspaces Ltd  ","ARVSMART","Residential, Commercial Projects"
"HUBTOWN  Hubtown Ltd  ","HUBTOWN","Residential, Commercial Projects"
"ASHIANA  Ashiana Housing Ltd  ","ASHIANA","Residential, Commercial Projects"
"ALEMBICLTD  Alembic Ltd  ","ALEMBICLTD","Residential, Commercial Projects"
"MARATHON  Marathon Nextgen Realty Ltd  ","MARATHON","Residential, Commercial Projects"
"EFCIL  EFC (I) Ltd  ","EFCIL","Real Estate related services"
"ARKADE  Arkade Developers Ltd  ","ARKADE","Residential, Commercial Projects"
"SURAJEST  Suraj Estate Developers Ltd  ","SURAJEST","Residential, Commercial Projects"
"UNITECH  Unitech Ltd  ","UNITECH","Residential, Commercial Projects"
"KOLTEPATIL  Kolte-Patil Developers Ltd  ","KOLTEPATIL","Residential, Commercial Projects"
"SBGLP  Suratwwala Business Group Ltd  ","SBGLP","Residential, Commercial Projects"
"ARIHANTSUP  Arihant Superstructures Ltd  ","ARIHANTSUP","Residential, Commercial Projects"
"AGIIL  AGI Infra Ltd  ","AGIIL","Residential, Commercial Projects"
"ELPROINTL  Elpro International Ltd  ","ELPROINTL","Residential, Commercial Projects"
"SHRIRAMPPS  Shriram Properties Ltd  ","SHRIRAMPPS","Residential, Commercial Projects"
"OMAXE  Omaxe Ltd  ","OMAXE","Residential, Commercial Projects"
"KESAR  Kesar India Ltd  ","KESAR","Residential, Commercial Projects"
"PENINLAND  Peninsula Land Ltd  ","PENINLAND","Residential, Commercial Projects"
"HAZOOR  Hazoor Multi Projects Ltd  ","HAZOOR","Residential, Commercial Projects"
"BLAL  BEML Land Assets Ltd  ","BLAL","Residential, Commercial Projects"
"HAMPTON  Hampton Sky Realty Ltd  ","HAMPTON","Residential, Commercial Projects"
"RDBRIL  RDB Infrastructure and Power Ltd  ","RDBRIL","Residential, Commercial Projects"
"PARSVNATH  Parsvnath Developers Ltd  ","PARSVNATH","Residential, Commercial Projects"
"ELDEHSG  Eldeco Housing and Industries Ltd  ","ELDEHSG","Residential, Commercial Projects"
"GEECEE  GeeCee Ventures Ltd  ","GEECEE","Residential, Commercial Projects"
"ARIHANT  Arihant Foundations & Housing Ltd  ","ARIHANT","Residential, Commercial Projects"
"PVP  PVP Ventures Ltd  ","PVP","Residential, Commercial Projects"
"CCCL  Consolidated Construction Consortium Ltd  ","CCCL","Residential, Commercial Projects"
"NILASPACES  Nila Spaces Ltd  ","NILASPACES","Residential, Commercial Projects"
"PROZONER  Prozone Realty Ltd  ","PROZONER","Residential, Commercial Projects"
"NILAINFRA  Nila Infrastructures Ltd  ","NILAINFRA","Residential, Commercial Projects"
"MODIS  Modi's Navnirman Ltd  ","MODIS","Residential, Commercial Projects"
"ESPIRE  Espire Hospitality Ltd  ","ESPIRE","Residential, Commercial Projects"
"RVHL  Ravinder Heights Ltd  ","RVHL","Residential, Commercial Projects"
"SUMIT  Sumit Woods Ltd  ","SUMIT","Residential, Commercial Projects"
"EMAMIREAL  Emami Realty Ltd  ","EMAMIREAL","Residential, Commercial Projects"
"KBCGLOBAL  KBC Global Ltd  ","KBCGLOBAL","Residential, Commercial Projects"
"SHRADHA  Shradha Infraprojects Ltd  ","SHRADHA","Residential, Commercial Projects"
"BRRL  B-Right RealEstate Ltd  ","BRRL","Residential, Commercial Projects"
"CINELINE  Cineline India Ltd  ","CINELINE","Residential, Commercial Projects"
"SUPREME  Supreme Holdings & Hospitality (India) Ltd  ","SUPREME","Residential, Commercial Projects"
"BINNY  Binny Ltd  ","BINNY","Residential, Commercial Projects"
"544295-BOM  Property Share Investment Trust  ","544295-BOM","Real Estate Investment Trusts (REITs)"
"PANSARI  Pansari Developers Ltd  ","PANSARI","Residential, Commercial Projects"
"VR  V R Infraspace Ltd  ","VR","Residential, Commercial Projects"
"PROPEQUITY  P.E. Analytics Ltd  ","PROPEQUITY","Real Estate related services"
"VIPULLTD  Vipul Ltd  ","VIPULLTD","Residential, Commercial Projects"
"SVGLOBAL  S V Global Mill Ltd  ","SVGLOBAL","Residential, Commercial Projects"
"VGIL  Veer Global Infraconstruction Ltd  ","VGIL","Residential, Commercial Projects"
"NIMBSPROJ  Nimbus Projects Ltd  ","NIMBSPROJ","Residential, Commercial Projects"
"AMJLAND  AMJ Land Holdings Ltd  ","AMJLAND","Residential, Commercial Projects"
"RAINBOWF  Rainbow Foundations Ltd  ","RAINBOWF","Residential, Commercial Projects"
"GENCON  Generic Engineering Construction and Projects Ltd  ","GENCON","Residential, Commercial Projects"
"MASON  Mason Infratech Ltd  ","MASON","Residential, Commercial Projects"
"LANCORHOL  Lancor Holdings Ltd  ","LANCORHOL","Residential, Commercial Projects"
"PRAENG  Prajay Engineers Syndicate Ltd  ","PRAENG","Residential, Commercial Projects"
"ATALREAL  Atal Realtech Ltd  ","ATALREAL","Residential, Commercial Projects"
"HBESD  HB Estate Developers Ltd  ","HBESD","Residential, Commercial Projects"
"ALPINEHOU  Alpine Housing Development Corporation Limited  ","ALPINEHOU","Residential, Commercial Projects"
"COROENGG  Coromandel Engineering Company Ltd  ","COROENGG","Residential, Commercial Projects"
"RATNABHUMI  Ratnabhumi Developers Ltd  ","RATNABHUMI","Residential, Commercial Projects"
"HDIL  Housing Development and Infrastructure Ltd  ","HDIL","Residential, Commercial Projects"
"THAKDEV  Thakkers Developers Ltd  ","THAKDEV","Residential, Commercial Projects"
"SIL  Standard Industries Ltd  ","SIL","Real Estate related services"
"MANAS  Manas Properties Ltd  ","MANAS","Residential, Commercial Projects"
"ANSALAPI  Ansal Properties and Infrastructure Ltd  ","ANSALAPI","Residential, Commercial Projects"
"HOMESFY  Homesfy Realty Ltd  ","HOMESFY","Real Estate related services"
"MRO-TEK  MRO-TEK Realty Ltd  ","MRO-TEK","Residential, Commercial Projects"
"RADHEDE  Radhe Developers (India) Ltd  ","RADHEDE","Residential, Commercial Projects"
"SAMOR  Samor Reality Ltd  ","SAMOR","Residential, Commercial Projects"
"RAJABAH  Raja Bahadur International Ltd  ","RAJABAH","Residential, Commercial Projects"
"ARTNIRMAN  Art Nirman Ltd  ","ARTNIRMAN","Residential, Commercial Projects"
"AIRLTD  Avishkar Infra Realty Ltd  ","AIRLTD","Residential, Commercial Projects"
"LPDC  Landmark Property Development Co Ltd  ","LPDC","Residential, Commercial Projects"
"SHERVANI  Shervani Industrial Syndicate Ltd  ","SHERVANI","Residential, Commercial Projects"
"PRERINFRA  Prerna Infrabuild Ltd  ","PRERINFRA","Residential, Commercial Projects"
"ANSALBU  Ansal Buildwell Ltd  ","ANSALBU","Residential, Commercial Projects"
"SHRIKRISH  Shri Krishna Devcon Ltd  ","SHRIKRISH","Residential, Commercial Projects"
"BSELALGO  BSEL Algo Ltd  ","BSELALGO","Residential, Commercial Projects"
"VIRYA  Virya Resources Ltd  ","VIRYA","Residential, Commercial Projects"
"ANSALHSG  Ansal Housing Ltd  ","ANSALHSG","Residential, Commercial Projects"
"LUHARUKA  Luharuka Media & Infra Ltd  ","LUHARUKA","Residential, Commercial Projects"
"SHRISTI  Shristi Infrastructure Development Corporation Ltd  ","SHRISTI","Residential, Commercial Projects"
"JAMSHRI  Jamshri Realty Ltd  ","JAMSHRI","Residential, Commercial Projects"
"TRESCON  Trescon Ltd  ","TRESCON","Residential, Commercial Projects"
"KRETTOSYS  Kretto Syscon Ltd  ","KRETTOSYS","Residential, Commercial Projects"
"SKYLMILAR  Skyline Millars Ltd  ","SKYLMILAR","Residential, Commercial Projects"
"SKIFL  Shree Krishna Infrastructure Ltd  ","SKIFL","Residential, Commercial Projects"
"VICTMILL  Victoria Mills Ltd  ","VICTMILL","Residential, Commercial Projects"
"MODIPON  Modipon Ltd  ","MODIPON","Residential, Commercial Projects"
"GOLDENTOBC  Golden Tobacco Ltd  ","GOLDENTOBC","Residential, Commercial Projects"
"PRIMEPRO  Prime Property Development Corp Ltd  ","PRIMEPRO","Residential, Commercial Projects"
"KRISHNA  Krishna Ventures Ltd  ","KRISHNA","Residential, Commercial Projects"
"SIMPLXREA  Simplex Realty Ltd  ","SIMPLXREA","Residential, Commercial Projects"
"VIVIDM  Vivid Mercantile Ltd  ","VIVIDM","Residential, Commercial Projects"
"SATCH  Satchmo Holdings Ltd  ","SATCH","Residential, Commercial Projects"
"BHUDEVI  Bhudevi Infra Projects Ltd  ","BHUDEVI","Residential, Commercial Projects"
"SISL  Shantidoot Infra Services Ltd  ","SISL","Residential, Commercial Projects"
"TIRSARJ  Tirupati Sarjan Ltd  ","TIRSARJ","Residential, Commercial Projects"
"MANJEERA  Manjeera Constructions Ltd  ","MANJEERA","Residential, Commercial Projects"
"CITADEL  Citadel Realty and Developers Ltd  ","CITADEL","Residential, Commercial Projects"
"COUNCODOS  Country Condo's Ltd  ","COUNCODOS","Residential, Commercial Projects"
"MPDL  MPDLLtd  ","MPDL","Residential, Commercial Projects"
"RODIUM  Rodium Realty Ltd  ","RODIUM","Residential, Commercial Projects"
"PODDARHOUS  Poddar Housing and Development Ltd  ","PODDARHOUS","Residential, Commercial Projects"
"TATIAGLOB  Tatia Global Vennture Ltd  ","TATIAGLOB","Residential, Commercial Projects"
"EASTBUILD  East Buildtech Ltd  ","EASTBUILD","Residential, Commercial Projects"
"GARNET  Garnet Construction Ltd  ","GARNET","Residential, Commercial Projects"
"MAXHEIGHTS  Max Heights Infrastructure Ltd  ","MAXHEIGHTS","Residential, Commercial Projects"
"TECHIN  Techindia Nirman Ltd  ","TECHIN","Residential, Commercial Projects"
"MARBU  Martin Burn Ltd  ","MARBU","Residential, Commercial Projects"
"PARSHWANA  Parshwanath Corp Ltd  ","PARSHWANA","Residential, Commercial Projects"
"SHAIVAL  Shaival Reality Ltd  ","SHAIVAL","Residential, Commercial Projects"
"PRIMEURB  Prime Urban Development India Ltd  ","PRIMEURB","Residential, Commercial Projects"
"JETINFRA  Jet Solar Ltd  ","JETINFRA","Residential, Commercial Projects"
"STLSTRINF  Steel Strips Infrastructures Ltd  ","STLSTRINF","Residential, Commercial Projects"
"NARPROP  Narendra Properties Ltd  ","NARPROP","Residential, Commercial Projects"
"IITLPROJ  IITL Projects Ltd  ","IITLPROJ","Residential, Commercial Projects"
"SSPDL  SSPDL Ltd  ","SSPDL","Residential, Commercial Projects"
"BHANDERI  Bhanderi Infracon Ltd  ","BHANDERI","Residential, Commercial Projects"
"RAGHUTOB  RTCL Ltd  ","RAGHUTOB","Residential, Commercial Projects"
"SVS  SVS Ventures Ltd  ","SVS","Residential, Commercial Projects"
"SICL  Suvidha Infraestate Corporation Ltd  ","SICL","Residential, Commercial Projects"
"KAMANWALA  Kamanwala Housing Construction Ltd  ","KAMANWALA","Residential, Commercial Projects"
"ADHBHUTIN  Adhbhut Infrastructure Ltd  ","ADHBHUTIN","Residential, Commercial Projects"
"CROISSANCE  Croissance Ltd  ","CROISSANCE","Residential, Commercial Projects"
"QUANTBUILD  Quantum Build-Tech Ltd  ","QUANTBUILD","Residential, Commercial Projects"
"CRANEINFRA  Crane Infrastructure Ltd  ","CRANEINFRA","Residential, Commercial Projects"
"ETT  ETT Ltd  ","ETT","Residential, Commercial Projects"
"SATRAPROP  Satra Properties (India) Ltd  ","SATRAPROP","Residential, Commercial Projects"
"RJSHAH  R J Shah and Company Ltd  ","RJSHAH","Residential, Commercial Projects"
"NEOINFRA  Neo Infracon Ltd  ","NEOINFRA","Residential, Commercial Projects"
"KMFBLDR  KMF Builders and Developers Ltd  ","KMFBLDR","Residential, Commercial Projects"
"LAHL  Ladam Affordable Housing Ltd  ","LAHL","Residential, Commercial Projects"
"SEL-BSE  Sanathnagar Enterprises Ltd  ","SEL-BSE","Residential, Commercial Projects"
"GALLOPENT  Gallops Enterprise Ltd  ","GALLOPENT","Residential, Commercial Projects"
"DRL  Dhanuka Realty Ltd  ","DRL","Residential, Commercial Projects"
"SKILVEN  Skyline Ventures India Ltd  ","SKILVEN","Residential, Commercial Projects"
"MOUNT  Mount Housing and Infrastructure Ltd  ","MOUNT","Residential, Commercial Projects"
"UTLINDS  UTL Industries Ltd  ","UTLINDS","Residential, Commercial Projects"
"GYANDEV  Gyan Developers and Builders Ltd  ","GYANDEV","Residential, Commercial Projects"
"VASINFRA  Vas Infrastructure Ltd  ","VASINFRA","Residential, Commercial Projects"
"PUROHITCON  Purohit Construction Ltd  ","PUROHITCON","Residential, Commercial Projects"
"MNIL  Mega Nirman & Industries Ltd  ","MNIL","Residential, Commercial Projects"
"UNISHIRE  Unishire Urban Infra Ltd  ","UNISHIRE","Residential, Commercial Projects"
"ATHCON  Athena Constructions Ltd  ","ATHCON","Residential, Commercial Projects"
"PATIDAR  Patidar Buildcon Ltd  ","PATIDAR","Residential, Commercial Projects"
"SIKOZY  Sikozy Realtors Ltd  ","SIKOZY","Residential, Commercial Projects"
"EPSOMPRO  Epsom Properties Ltd  ","EPSOMPRO","Residential, Commercial Projects"
"MAHESH  Mahesh Developers Ltd  ","MAHESH","Residential, Commercial Projects"
"ABHIINFRA  Abhishek Infraventures Ltd  ","ABHIINFRA","Residential, Commercial Projects"
"SBLI  Sbl Infratech Ltd  ","SBLI","Residential, Commercial Projects"
"RAJINFRA  Rajeswari Infrastructure Ltd  ","RAJINFRA","Residential, Commercial Projects"
"SHAHCON  Shah Construction Co.Ltd.  ","SHAHCON","Residential, Commercial Projects"
"KEDIACN  Kedia Construction Co.Ltd.  ","KEDIACN","Residential, Commercial Projects"
"ANTARIKSH  Antariksh Industries Ltd  ","ANTARIKSH","Residential, Commercial Projects"
"INDHOTEL  Indian Hotels Company Ltd  ","INDHOTEL","Hotels & Resorts"
"IRCTC  Indian Railway Catering and Tourism Corporation Ltd  ","IRCTC","Tour, Travel Related Services"
"JUBLFOOD  Jubilant Foodworks Ltd  ","JUBLFOOD","Restaurants"
"EIHOTEL  EIH Ltd  ","EIHOTEL","Hotels & Resorts"
"DEVYANI  Devyani International Ltd  ","DEVYANI","Restaurants"
"BLS  Bls International Services Ltd  ","BLS","Tour, Travel Related Services"
"CHALET  Chalet Hotels Ltd  ","CHALET","Hotels & Resorts"
"TBOTEK  Tbo Tek Ltd  ","TBOTEK","Tour, Travel Related Services"
"VENTIVE  Ventive Hospitality Ltd  ","VENTIVE","Hotels & Resorts"
"WESTLIFE  Westlife Foodworld Ltd  ","WESTLIFE","Restaurants"
"LEMONTREE  Lemon Tree Hotels Ltd  ","LEMONTREE","Hotels & Resorts"
"SAPPHIRE  Sapphire Foods India Ltd  ","SAPPHIRE","Restaurants"
"THOMASCOOK  Thomas Cook (India) Ltd  ","THOMASCOOK","Tour, Travel Related Services"
"MHRIL  Mahindra Holidays and Resorts India Ltd  ","MHRIL","Hotels & Resorts"
"JUNIPER  Juniper Hotels Ltd  ","JUNIPER","Hotels & Resorts"
"IXIGO  Le Travenues Technology Ltd  ","IXIGO","Tour, Travel Related Services"
"ITDC  India Tourism Development Corp Ltd  ","ITDC","Hotels & Resorts"
"EASEMYTRIP  Easy Trip Planners Ltd  ","EASEMYTRIP","Tour, Travel Related Services"
"WONDERLA  Wonderla Holidays Ltd  ","WONDERLA","Amusement Parks/ Other Recreation"
"PARKHOTELS  Apeejay Surrendra Park Hotels Ltd  ","PARKHOTELS","Hotels & Resorts"
"SAMHI  Samhi Hotels Ltd  ","SAMHI","Hotels & Resorts"
"RBA  Restaurant Brands Asia Ltd  ","RBA","Restaurants"
"IMAGICAA  Imagicaaworld Entertainment Ltd  ","IMAGICAA","Amusement Parks/ Other Recreation"
"ORIENTHOT  Oriental Hotels Ltd  ","ORIENTHOT","Hotels & Resorts"
"DELTACORP  Delta Corp Ltd  ","DELTACORP","Amusement Parks/ Other Recreation"
"TAJGVK  TAJ GVK Hotels and Resorts Ltd  ","TAJGVK","Hotels & Resorts"
"EIHAHOTELS  EIH Associated Hotels Ltd  ","EIHAHOTELS","Hotels & Resorts"
"YATRA  Yatra Online Ltd  ","YATRA","Tour, Travel Related Services"
"BARBEQUE  Barbeque-Nation Hospitality Ltd  ","BARBEQUE","Restaurants"
"BENARAS  Benares Hotels Ltd  ","BENARAS","Hotels & Resorts"
"HLVLTD  HLV Ltd  ","HLVLTD","Hotels & Resorts"
"ROHLTD  Royal Orchid Hotels Ltd  ","ROHLTD","Hotels & Resorts"
"UPHOT  U. P. Hotels Ltd  ","UPHOT","Hotels & Resorts"
"MCCHRLS-B  Mac Charles (India) Ltd  ","MCCHRLS-B","Hotels & Resorts"
"VHLTD  Viceroy Hotels Ltd  ","VHLTD","Hotels & Resorts"
"SPECIALITY  Speciality Restaurants Ltd  ","SPECIALITY","Restaurants"
"KAMATHOTEL  Kamat Hotels (India) Ltd  ","KAMATHOTEL","Hotels & Resorts"
"ADVANIHOTR  Advani Hotels and Resorts (India) Ltd  ","ADVANIHOTR","Hotels & Resorts"
"COFFEEDAY  Coffee Day Enterprises Ltd  ","COFFEEDAY","Restaurants"
"SAYAJIHOTL  Sayaji Hotels Ltd  ","SAYAJIHOTL","Hotels & Resorts"
"NICCOPAR  Nicco Parks & Resorts Ltd  ","NICCOPAR","Amusement Parks/ Other Recreation"
"ASIANHOTNR  Asian Hotels (North) Ltd  ","ASIANHOTNR","Hotels & Resorts"
"SINCLAIR  Sinclairs Hotels Ltd  ","SINCLAIR","Hotels & Resorts"
"ITHL  International Travel House Ltd  ","ITHL","Tour, Travel Related Services"
"RHL  Robust Hotels Ltd  ","RHL","Hotels & Resorts"
"APOLSINHOT  Apollo Sindoori Hotels Ltd  ","APOLSINHOT","Hotels & Resorts"
"BYKE  Byke Hospitality Ltd  ","BYKE","Hotels & Resorts"
"DUGLOBAL  DU Digital Global Ltd  ","DUGLOBAL","Tour, Travel Related Services"
"KAYA  Kaya Ltd  ","KAYA","Wellness"
"EMERALL  Emerald Leisures Ltd  ","EMERALL","Hotels & Resorts"
"GRAVISSHO  Graviss Hospitality Ltd  ","GRAVISSHO","Hotels & Resorts"
"PHOENIXTN  Phoenix Township Ltd  ","PHOENIXTN","Hotels & Resorts"
"CCHHL  Country Club Hospitality & Holidays Ltd  ","CCHHL","Hotels & Resorts"
"AHLEAST  Asian Hotels (East) Ltd  ","AHLEAST","Hotels & Resorts"
"SHPLPUNE  Sayaji Hotels (Pune) Ltd  ","SHPLPUNE","Hotels & Resorts"
"CHLLTD  CHL Ltd  ","CHLLTD","Hotels & Resorts"
"LLOYDS  Lloyds Luxuries Ltd  ","LLOYDS","Wellness"
"SHILINDORE  Sayaji Hotels (Indore) Ltd  ","SHILINDORE","Hotels & Resorts"
"SAVERA  Savera Industries Ltd  ","SAVERA","Hotels & Resorts"
"AHLWEST  Asian Hotels (West) Ltd  ","AHLWEST","Hotels & Resorts"
"SAJHOTELS  Saj Hotels Ltd  ","SAJHOTELS","Hotels & Resorts"
"544304-BOM  Jungle Camps India Ltd  ","544304-BOM","Hotels & Resorts"
"ECOHOTELS  Eco Hotels and Resorts Ltd  ","ECOHOTELS","Hotels & Resorts"
"GUJHOTE  Gujarat Hotels Ltd  ","GUJHOTE","Hotels & Resorts"
"TRAVELS  Travels & Rentals Ltd  ","TRAVELS","Tour, Travel Related Services"
"VIDLI  Vikram Kamats Hospitality Ltd  ","VIDLI","Restaurants"
"RAYALEMA  Royale Manor Hotels and Industries Ltd  ","RAYALEMA","Hotels & Resorts"
"WINNY  Winny Immigration & Education Services Ltd  ","WINNY","Tour, Travel Related Services"
"JINDHOT  Jindal Hotels Ltd  ","JINDHOT","Hotels & Resorts"
"DIL  Debock Industries Ltd  ","DIL","Hotels & Resorts"
"BIRDYS  Grill Splendour Services Ltd  ","BIRDYS","Restaurants"
"TGBHOTELS  TGB Banquets and Hotels Ltd  ","TGBHOTELS","Hotels & Resorts"
"HAVISHA  Sri Havisha Hospitality and Infrastructure Ltd  ","HAVISHA","Hotels & Resorts"
"ARUNAHTEL  Aruna Hotels Ltd  ","ARUNAHTEL","Hotels & Resorts"
"GOEL  Goel Food Products Ltd  ","GOEL","Hotels & Resorts"
"BLUECOAST  Blue Coast Hotels Ltd  ","BLUECOAST","Hotels & Resorts"
"PECOS  Pecos Hotels and Pubs Ltd  ","PECOS","Restaurants"
"ROOPSHRI  Roopshri Resorts Ltd  ","ROOPSHRI","Hotels & Resorts"
"BESTEAST  Best Eastern Hotels Ltd  ","BESTEAST","Hotels & Resorts"
"HOTLSILV  H S India Ltd  ","HOTLSILV","Hotels & Resorts"
"YAANENT  Yaan Enterprises Ltd  ","YAANENT","Tour, Travel Related Services"
"MACH  Mac Hotels Ltd  ","MACH","Hotels & Resorts"
"HOWARHO  Howard Hotels Ltd  ","HOWARHO","Hotels & Resorts"
